Date,Dealer Code,Daily Sales ($),Prior MTD ($),Current MTD ($),YoY MTD ($),YoY MTD (%)
2024-07-12,D045,3109,71555,74664,69882,6.84
2024-07-17,D045,6559,58431,64990,67852,-4.22
2024-07-17,D045,3591,50582,54173,49851,8.67
2024-07-18,D045,3402,62901,66303,62363,6.32
2024-07-23,D045,6843,71949,78792,77248,2
2024-07-25,D045,6099,86175,92274,88543,4.21
2024-08-06,D045,4510,76535,81045,81537,-0.6
2024-08-12,D045,6041,89159,95200,92500,2.92
2024-08-15,D045,5687,88362,94049,93254,0.85
2024-08-15,D045,4373,78854,83227,79971,4.07
2024-08-16,D045,6448,77285,83733,84409,-0.8
2024-08-26,D045,3951,90150,94101,90870,3.56
2024-08-28,D045,3866,80119,83985,86844,-3.29
2024-08-30,D045,5874,80641,86515,82080,5.4
2024-09-02,D045,6107,70852,76959,74352,3.51
2024-09-03,D045,6839,52675,59514,55810,6.64
2024-09-09,D045,6069,82917,88986,90940,-2.15
2024-09-12,D045,5841,95650,101491,102337,-0.83
2024-09-21,D045,4565,86435,91000,91787,-0.86
2024-09-21,D045,6646,62747,69393,70080,-0.98
2024-09-24,D045,5492,53311,58803,55755,5.47
2024-10-03,D045,6298,79416,85714,88163,-2.78
2024-10-05,D045,6569,90475,97044,99298,-2.27
2024-10-26,D045,4668,56469,61137,58608,4.32
2024-11-01,D045,6535,68677,75212,77108,-2.46
2024-11-03,D045,4359,51969,56328,56535,-0.37
2024-11-04,D045,6527,57642,64169,60926,5.32
2024-11-06,D045,6582,72333,78915,74149,6.43
2024-11-11,D045,3246,81153,84399,82187,2.69
2024-11-12,D045,3814,70559,74373,74440,-0.09
2024-11-13,D045,5854,61577,67431,66860,0.85
2024-11-20,D045,5973,92359,98332,97917,0.42
2024-11-28,D045,5496,55577,61073,60455,1.02
2024-12-04,D045,5314,91420,96734,95970,0.8
2024-12-08,D045,5699,60928,66627,64798,2.82
2024-12-10,D045,6337,65945,72282,70193,2.98
2024-12-18,D045,5847,71586,77433,75089,3.12
2024-12-22,D045,4236,87437,91673,90529,1.26
2024-12-23,D045,6932,61460,68392,70808,-3.41
2024-12-24,D045,6689,58328,65017,61684,5.4
2024-12-26,D045,6787,69708,76495,74234,3.05
2024-12-27,D045,5606,61130,66736,63452,5.18
2024-12-31,D045,6401,90042,96443,95122,1.39
2024-01-04,D046,4238,65064,69302,65763,5.38
2024-01-04,D046,3733,68369,72102,71810,0.41
2024-01-04,D046,5713,91401,97114,98038,-0.94
2024-01-09,D046,6542,50160,56702,52246,8.53
2024-01-10,D046,3968,50368,54336,57104,-4.85
2024-01-13,D046,6748,68199,74947,74106,1.13
2024-01-18,D046,4621,52696,57317,55309,3.63
2024-01-19,D046,3564,51620,55184,52792,4.53
2024-01-19,D046,4603,67625,72228,74103,-2.53
2024-01-25,D046,4676,98244,102920,103391,-0.46
2024-01-27,D046,4755,66378,71133,73455,-3.16
2024-01-29,D046,3930,97599,101529,103516,-1.92
2024-01-30,D046,3125,73908,77033,73490,4.82
2024-01-30,D046,5104,92215,97319,93518,4.06
2024-01-31,D046,4521,63560,68081,70477,-3.4
2024-02-03,D046,4968,76329,81297,78365,3.74
2024-02-03,D046,6240,56665,62905,61176,2.83
2024-02-07,D046,4159,79092,83251,85009,-2.07
2024-02-14,D046,3000,94199,97199,96508,0.72
2024-02-15,D046,4994,87389,92383,88643,4.22
2024-02-15,D046,6965,89952,96917,98316,-1.42
2024-02-28,D046,6936,71602,78538,77513,1.32
2024-03-01,D046,6856,59776,66632,64693,3
2024-03-07,D046,6453,63397,69850,72064,-3.07
2024-03-07,D046,6268,84445,90713,86735,4.59
2024-03-09,D046,4372,57999,62371,59319,5.15
2024-03-10,D046,4189,69073,73262,72167,1.52
2024-03-13,D046,3083,78730,81813,83769,-2.33
2024-03-26,D046,4655,55374,60029,58239,3.07
2024-03-27,D046,4634,51934,56568,54396,3.99
2024-04-03,D046,3393,96489,99882,97800,2.13
2024-04-04,D046,5111,72940,78051,73241,6.57
2024-04-12,D046,3120,52466,55586,56189,-1.07
2024-04-17,D046,6075,53164,59239,59273,-0.06
2024-04-20,D046,4898,64693,69591,69282,0.45
2024-04-22,D046,5935,62258,68193,64928,5.03
2024-04-26,D046,5378,84142,89520,89317,0.23
2024-05-14,D046,3662,64571,68233,69474,-1.79
2024-05-21,D046,3971,72386,76357,72743,4.97
2024-05-21,D046,5019,66843,71862,67294,6.79
2024-05-22,D046,6522,83550,90072,86622,3.98
2024-05-31,D046,4325,94682,99007,100296,-1.29
2024-05-31,D046,5378,98665,104043,103589,0.44
2024-06-11,D046,3684,87001,90685,93108,-2.6
2024-06-11,D046,4588,99057,103645,104083,-0.42
2024-06-25,D046,6433,69238,75671,75776,-0.14
2024-06-26,D046,6759,52103,58862,61497,-4.28
2024-06-27,D046,4802,65627,70429,72009,-2.19
2024-06-30,D046,3024,91115,94139,93551,0.63
2024-07-01,D046,6339,57489,63828,65293,-2.24
2024-07-04,D046,5773,66689,72462,67731,6.98
2024-07-06,D046,5799,88241,94040,97022,-3.07
2024-07-20,D046,3213,87371,90584,88390,2.48
2024-07-21,D046,3947,56791,60738,56567,7.37
2024-07-21,D046,3758,58938,62696,65104,-3.7
2024-07-25,D046,5611,93056,98667,96542,2.2
2024-07-29,D046,3405,99815,103220,105088,-1.78
2024-08-03,D046,5121,95678,100799,98577,2.25
2024-08-04,D046,3462,72555,76017,76257,-0.31
2024-08-04,D046,4930,54551,59481,59658,-0.3
2024-08-19,D046,5317,98043,103360,98746,4.67
2024-09-02,D046,5239,76578,81817,79369,3.08
2024-09-02,D046,4810,52591,57401,57705,-0.53
2024-09-11,D046,4707,73471,78178,76391,2.34
2024-09-12,D046,3520,96045,99565,101425,-1.83
2024-09-12,D046,5510,66484,71994,71907,0.12
2024-09-13,D046,6417,65704,72121,73698,-2.14
2024-09-16,D046,3187,83848,87035,84999,2.4
2024-09-19,D046,6151,73291,79442,81834,-2.92
2024-09-25,D046,3922,77526,81448,76491,6.48
2024-09-27,D046,6451,78274,84725,83672,1.26
2024-09-28,D046,3631,84131,87762,86254,1.75
2024-09-30,D046,6626,60447,67073,64025,4.76
2024-10-01,D046,3742,98943,102685,105600,-2.76
2024-10-02,D046,5427,55750,61177,56742,7.82
2024-10-14,D046,6598,75256,81854,79425,3.06
2024-10-16,D046,3800,97963,101763,103517,-1.69
2024-10-27,D046,5427,85609,91036,93423,-2.56
2024-10-28,D046,6096,81508,87604,89621,-2.25
2024-11-03,D046,4955,85739,90694,87217,3.99
2024-11-06,D046,4426,59884,64310,65517,-1.84
2024-11-09,D046,3605,95430,99035,95253,3.97
2024-11-18,D046,3998,65942,69940,65097,7.44
2024-11-28,D046,3821,69868,73689,73004,0.94
2024-12-03,D046,6777,52869,59646,59412,0.39
2024-12-03,D046,6149,59729,65878,61390,7.31
2024-12-03,D046,4200,55868,60068,58189,3.23
2024-12-06,D046,4481,79318,83799,78860,6.26
2024-12-18,D046,5764,98777,104541,107070,-2.36
2024-12-23,D046,5880,51014,56894,57983,-1.88
2024-12-25,D046,3212,83716,86928,85984,1.1
2024-12-28,D046,5443,60457,65900,66712,-1.22
2024-01-01,D047,4576,74111,78687,74617,5.45
2024-01-01,D047,6037,52749,58786,61196,-3.94
2024-01-01,D047,4067,85554,89621,86659,3.42
2024-01-06,D047,4259,71630,75889,71618,5.96
2024-01-10,D047,5970,82779,88749,86367,2.76
2024-01-12,D047,6712,78531,85243,83714,1.83
2024-01-13,D047,6453,86023,92476,94259,-1.89
2024-01-14,D047,3503,85046,88549,85445,3.63
2024-01-15,D047,4896,95714,100610,101537,-0.91
2024-01-23,D047,4128,63986,68114,63368,7.49
2024-01-27,D047,6523,65823,72346,70291,2.92
2024-02-07,D047,3642,80565,84207,82857,1.63
2024-02-09,D047,6590,68093,74683,71901,3.87
2024-02-11,D047,6933,65775,72708,72861,-0.21
2024-02-13,D047,3609,90708,94317,95161,-0.89
2024-02-17,D047,4770,63432,68202,69680,-2.12
2024-02-20,D047,4899,51267,56166,52191,7.62
2024-02-22,D047,3791,62185,65976,62616,5.37
2024-03-03,D047,5784,72520,78304,75819,3.28
2024-03-12,D047,6516,95710,102226,97237,5.13
2024-03-16,D047,6080,73625,79705,81752,-2.5
2024-03-19,D047,6999,77570,84569,85063,-0.58
2024-03-19,D047,4445,73437,77882,77681,0.26
2024-03-22,D047,5853,93829,99682,97487,2.25
2024-03-29,D047,5234,93826,99060,95995,3.19
2024-04-08,D047,3115,90205,93320,95874,-2.66
2024-04-08,D047,3525,56337,59862,61682,-2.95
2024-04-09,D047,5086,66285,71371,72061,-0.96
2024-04-19,D047,6271,95482,101753,104544,-2.67
2024-04-21,D047,4942,55520,60462,60144,0.53
2024-04-21,D047,3655,97553,101208,101440,-0.23
2024-04-24,D047,4439,92750,97189,99195,-2.02
2024-04-25,D047,4723,73608,78331,78009,0.41
2024-04-26,D047,4147,89310,93457,89521,4.4
2024-05-02,D047,4209,62771,66980,67253,-0.41
2024-05-08,D047,4872,79377,84249,83253,1.2
2024-05-10,D047,6840,67412,74252,69867,6.28
2024-05-11,D047,4043,68313,72356,68677,5.36
2024-05-13,D047,4089,97382,101471,99618,1.86
2024-05-14,D047,5701,98381,104082,101403,2.64
2024-05-15,D047,3181,62552,65733,65915,-0.28
2024-05-16,D047,5279,65327,70606,69043,2.26
2024-05-16,D047,4378,76515,80893,76515,5.72
2024-05-23,D047,3884,87259,91143,86951,4.82
2024-05-30,D047,4073,56787,60860,59393,2.47
2024-06-04,D047,5338,99257,104595,102056,2.49
2024-06-07,D047,5536,86081,91617,91776,-0.17
2024-06-11,D047,3018,60503,63521,63680,-0.25
2024-06-16,D047,6552,88029,94581,91082,3.84
2024-06-25,D047,4280,52920,57200,52499,8.95
2024-07-05,D047,5413,59442,64855,60570,7.07
2024-07-15,D047,4939,69978,74917,73076,2.52
2024-07-22,D047,5212,76928,82140,81572,0.7
2024-07-24,D047,3928,95807,99735,101318,-1.56
2024-07-25,D047,6389,55914,62303,63523,-1.92
2024-07-27,D047,3092,71133,74225,73720,0.69
2024-07-28,D047,4536,88969,93505,93341,0.18
2024-08-16,D047,6297,70914,77211,75234,2.63
2024-08-19,D047,6952,79259,86211,88225,-2.28
2024-08-20,D047,6376,88413,94789,92527,2.44
2024-08-21,D047,6349,74028,80377,76817,4.63
2024-08-21,D047,5350,52654,58004,60014,-3.35
2024-08-25,D047,4127,63521,67648,63951,5.78
2024-08-25,D047,5381,66489,71870,71317,0.78
2024-08-26,D047,5351,85113,90464,93389,-3.13
2024-09-02,D047,3282,82263,85545,80582,6.16
2024-09-05,D047,6734,90118,96852,92861,4.3
2024-09-16,D047,3739,54030,57769,52910,9.18
2024-09-16,D047,3902,83132,87034,85776,1.47
2024-09-18,D047,3783,98367,102150,100141,2.01
2024-09-19,D047,3266,72886,76152,75764,0.51
2024-09-20,D047,6489,57970,64459,65316,-1.31
2024-09-24,D047,6988,64633,71621,69185,3.52
2024-09-24,D047,5644,81731,87375,90310,-3.25
2024-09-27,D047,5018,99592,104610,101654,2.91
2024-10-01,D047,3460,71097,74557,74465,0.12
2024-10-02,D047,4686,79379,84065,82053,2.45
2024-10-08,D047,3851,73401,77252,72481,6.58
2024-10-14,D047,3081,67229,70310,70501,-0.27
2024-10-15,D047,3037,93032,96069,94564,1.59
2024-10-15,D047,6005,86320,92325,95307,-3.13
2024-10-16,D047,4119,57805,61924,59687,3.75
2024-11-08,D047,3537,67304,70841,72764,-2.64
2024-11-12,D047,3815,95714,99529,94846,4.94
2024-11-16,D047,3730,65928,69658,67768,2.79
2024-11-17,D047,4840,61719,66559,64162,3.74
2024-11-17,D047,4437,69233,73670,69609,5.83
2024-11-24,D047,6814,81730,88544,85510,3.55
2024-11-27,D047,5485,94619,100104,96787,3.43
2024-11-27,D047,6109,70466,76575,73945,3.56
2024-12-02,D047,4917,84022,88939,84464,5.3
2024-12-03,D047,4337,83866,88203,84107,4.87
2024-12-04,D047,3777,85163,88940,91912,-3.23
2024-12-05,D047,5897,96737,102634,101601,1.02
2024-12-16,D047,3524,59079,62603,65396,-4.27
2024-12-24,D047,6007,80810,86817,83684,3.74
2024-12-24,D047,3144,68706,71850,72294,-0.61
2024-12-25,D047,6664,85268,91932,88406,3.99
2024-12-30,D047,6925,60450,67375,66336,1.57
2024-01-02,D048,6520,64011,70531,70665,-0.19
2024-01-07,D048,3329,66032,69361,70163,-1.14
2024-01-09,D048,6899,56477,63376,58876,7.64
2024-01-10,D048,5280,54131,59411,59951,-0.9
2024-01-24,D048,4314,64690,69004,65665,5.08
2024-01-25,D048,4609,50717,55326,54765,1.02
2024-01-27,D048,4003,60306,64309,64720,-0.64
2024-01-27,D048,6347,59867,66214,68916,-3.92
2024-01-30,D048,6168,68682,74850,73772,1.46
2024-02-02,D048,5401,76940,82341,84052,-2.04
2024-02-08,D048,6560,86483,93043,89358,4.12
2024-02-08,D048,5334,51001,56335,58302,-3.37
2024-02-16,D048,4909,70195,75104,74482,0.84
2024-02-20,D048,4834,82353,87187,86165,1.19
2024-02-24,D048,3303,96546,99849,100874,-1.02
2024-02-26,D048,6137,50097,56234,56019,0.38
2024-03-01,D048,3336,79721,83057,79110,4.99
2024-03-03,D048,5343,78658,84001,81798,2.69
2024-03-06,D048,5741,99574,105315,105552,-0.22
2024-03-09,D048,5103,56774,61877,57506,7.6
2024-03-09,D048,5408,94633,100041,99750,0.29
2024-03-16,D048,5696,81369,87065,83426,4.36
2024-03-27,D048,3182,50164,53346,49388,8.01
2024-03-27,D048,6369,91899,98268,100743,-2.46
2024-03-29,D048,5142,70282,75424,71988,4.77
2024-03-29,D048,3487,99012,102499,100507,1.98
2024-03-30,D048,3913,79125,83038,86002,-3.45
2024-04-05,D048,4880,77750,82630,85229,-3.05
2024-04-12,D048,4568,59174,63742,63582,0.25
2024-04-21,D048,3877,89941,93818,89745,4.54
2024-04-26,D048,6292,51177,57469,55709,3.16
2024-04-26,D048,6237,54136,60373,58849,2.59
2024-04-30,D048,3524,65775,69299,70089,-1.13
2024-05-04,D048,6750,77733,84483,82800,2.03
2024-05-05,D048,6565,62334,68899,64014,7.63
2024-05-09,D048,5643,51299,56942,54124,5.21
2024-05-12,D048,3324,73871,77195,78666,-1.87
2024-05-16,D048,6072,82490,88562,89634,-1.2
2024-05-17,D048,4361,76149,80510,80824,-0.39
2024-05-17,D048,6340,70195,76535,76263,0.36
2024-05-21,D048,3448,79263,82711,85630,-3.41
2024-05-28,D048,4201,75511,79712,82331,-3.18
2024-06-14,D048,5197,85690,90887,87401,3.99
2024-06-17,D048,5828,83130,88958,89354,-0.44
2024-06-19,D048,4318,92495,96813,95029,1.88
2024-06-19,D048,4161,90168,94329,94950,-0.65
2024-06-20,D048,3264,76562,79826,74837,6.67
2024-06-21,D048,6629,52887,59516,56137,6.02
2024-06-23,D048,5156,84998,90154,88867,1.45
2024-07-02,D048,4855,57866,62721,58464,7.28
2024-07-03,D048,6950,54934,61884,62672,-1.26
2024-07-09,D048,4348,55289,59637,60215,-0.96
2024-07-12,D048,6807,86487,93294,93713,-0.45
2024-07-16,D048,4394,81692,86086,83470,3.13
2024-07-18,D048,4887,90478,95365,96540,-1.22
2024-07-30,D048,5148,83324,88472,86271,2.55
2024-08-04,D048,4365,50698,55063,50877,8.23
2024-08-05,D048,3615,58062,61677,61039,1.05
2024-08-13,D048,4801,60338,65139,62561,4.12
2024-08-19,D048,3617,71601,75218,72831,3.28
2024-08-23,D048,6104,78400,84504,85127,-0.73
2024-08-28,D048,5024,79430,84454,83196,1.51
2024-08-29,D048,6028,59045,65073,64341,1.14
2024-08-31,D048,6240,52631,58871,59685,-1.36
2024-09-04,D048,4813,77491,82304,84695,-2.82
2024-09-06,D048,4249,73192,77441,76885,0.72
2024-09-09,D048,4340,79086,83426,79164,5.38
2024-09-11,D048,6374,65254,71628,71350,0.39
2024-09-12,D048,5457,78261,83718,86613,-3.34
2024-09-13,D048,3357,68632,71989,68402,5.24
2024-09-14,D048,6779,76571,83350,84383,-1.22
2024-09-17,D048,4645,79049,83694,84907,-1.43
2024-09-18,D048,3763,79602,83365,81046,2.86
2024-09-21,D048,6342,98733,105075,102290,2.72
2024-09-24,D048,4161,67413,71574,70237,1.9
2024-09-25,D048,4654,79482,84136,86949,-3.24
2024-09-27,D048,4600,66727,71327,73121,-2.45
2024-09-28,D048,3592,57413,61005,57003,7.02
2024-09-29,D048,4670,62807,67477,69326,-2.67
2024-10-06,D048,3078,92738,95816,94016,1.91
2024-10-10,D048,3972,95648,99620,97387,2.29
2024-10-18,D048,4845,96710,101555,104173,-2.51
2024-10-19,D048,6726,77042,83768,85781,-2.35
2024-10-19,D048,3798,61467,65265,67655,-3.53
2024-10-26,D048,6556,51079,57635,55554,3.75
2024-10-27,D048,5485,75443,80928,77685,4.17
2024-10-29,D048,6243,99800,106043,103948,2.02
2024-11-03,D048,5725,89386,95111,92444,2.88
2024-11-03,D048,5193,93007,98200,98096,0.11
2024-11-09,D048,4299,84721,89020,91632,-2.85
2024-11-14,D048,3267,93809,97076,95727,1.41
2024-11-14,D048,5773,55109,60882,57238,6.37
2024-11-15,D048,6357,56472,62829,59833,5.01
2024-11-20,D048,4379,86953,91332,89171,2.42
2024-11-21,D048,5637,66450,72087,67744,6.41
2024-11-23,D048,4521,91786,96307,94485,1.93
2024-11-23,D048,6136,69673,75809,76199,-0.51
2024-11-24,D048,4863,66499,71362,67278,6.07
2024-11-25,D048,5112,96660,101772,97538,4.34
2024-12-02,D048,5079,76570,81649,77384,5.51
2024-12-06,D048,4578,79427,84005,84777,-0.91
2024-12-10,D048,6231,52597,58828,53999,8.94
2024-12-16,D048,6218,68312,74530,69787,6.8
2024-12-18,D048,4755,90456,95211,95640,-0.45
2024-12-24,D048,5946,72211,78157,76253,2.5
2024-12-24,D048,5587,75599,81186,78514,3.4
2024-12-30,D048,4856,67749,72605,75106,-3.33
2024-01-02,D049,3641,97323,100964,98279,2.73
2024-01-02,D049,5944,88191,94135,90738,3.74
2024-01-04,D049,4111,58367,62478,64756,-3.52
2024-01-04,D049,3177,87122,90299,92648,-2.54
2024-01-05,D049,6667,55939,62606,59102,5.93
2024-01-08,D049,6071,59106,65177,67890,-4
2024-01-09,D049,3029,81346,84375,79907,5.59
2024-01-09,D049,6170,68297,74467,71595,4.01
2024-01-16,D049,3144,57507,60651,58794,3.16
2024-01-17,D049,3329,86408,89737,88843,1.01
2024-01-24,D049,4407,94462,98869,97831,1.06
2024-01-25,D049,6337,79813,86150,86639,-0.56
2024-01-30,D049,5175,61341,66516,62952,5.66
2024-01-31,D049,5054,59145,64199,60541,6.04
2024-02-02,D049,6186,77122,83308,81503,2.21
2024-02-06,D049,5457,55730,61187,58458,4.67
2024-02-19,D049,4337,74154,78491,81377,-3.55
2024-02-21,D049,3078,63696,66774,64845,2.97
2024-02-26,D049,6645,55105,61750,61828,-0.13
2024-02-28,D049,3968,50835,54803,55557,-1.36
2024-03-03,D049,4334,91366,95700,95851,-0.16
2024-03-03,D049,5419,54279,59698,59350,0.59
2024-03-03,D049,3957,57146,61103,63543,-3.84
2024-03-08,D049,6804,52368,59172,55207,7.18
2024-03-12,D049,6600,55279,61879,64298,-3.76
2024-03-15,D049,3752,62822,66574,64806,2.73
2024-03-20,D049,4030,92255,96285,91379,5.37
2024-03-22,D049,5475,76183,81658,81789,-0.16
2024-04-03,D049,5551,97077,102628,100586,2.03
2024-04-03,D049,3994,80255,84249,82451,2.18
2024-04-09,D049,3395,57400,60795,59624,1.96
2024-04-12,D049,3820,50192,54012,55236,-2.22
2024-04-18,D049,5688,67929,73617,75547,-2.55
2024-04-24,D049,4732,77215,81947,79053,3.66
2024-05-16,D049,5910,57622,63532,64130,-0.93
2024-05-18,D049,3193,65577,68770,68535,0.34
2024-05-19,D049,3558,52048,55606,52373,6.17
2024-05-24,D049,4379,83805,88184,83742,5.3
2024-05-24,D049,5925,53625,59550,57081,4.33
2024-05-24,D049,6484,68225,74709,70978,5.26
2024-05-28,D049,6186,75662,81848,80649,1.49
2024-05-29,D049,6401,51622,58023,55505,4.54
2024-06-16,D049,5912,53324,59236,61796,-4.14
2024-06-18,D049,6539,74229,80768,77728,3.91
2024-06-30,D049,6009,74368,80377,78626,2.23
2024-06-30,D049,3108,77881,80989,77932,3.92
2024-07-02,D049,5878,88762,94640,90424,4.66
2024-07-05,D049,5854,81463,87317,89067,-1.96
2024-07-06,D049,5442,54798,60240,57204,5.31
2024-07-08,D049,4159,87418,91577,90078,1.66
2024-07-10,D049,3317,81337,84654,82172,3.02
2024-07-14,D049,6947,87676,94623,94776,-0.16
2024-07-18,D049,5550,54298,59848,58180,2.87
2024-07-18,D049,5775,65052,70827,67783,4.49
2024-07-19,D049,5432,72841,78273,76407,2.44
2024-07-21,D049,5457,58645,64102,64481,-0.59
2024-07-21,D049,5280,70724,76004,73164,3.88
2024-07-22,D049,6654,89930,96584,97150,-0.58
2024-07-22,D049,4669,72097,76766,78210,-1.85
2024-07-23,D049,3404,68105,71509,67513,5.92
2024-07-30,D049,6727,60596,67323,63153,6.6
2024-08-04,D049,4953,72553,77506,72524,6.87
2024-08-04,D049,6904,59461,66365,64822,2.38
2024-08-04,D049,4034,51469,55503,53778,3.21
2024-08-05,D049,4724,64292,69016,68964,0.08
2024-08-07,D049,4869,95389,100258,98119,2.18
2024-08-15,D049,4726,76582,81308,78517,3.55
2024-08-19,D049,4556,65494,70050,71252,-1.69
2024-08-23,D049,5209,71033,76242,72311,5.44
2024-08-23,D049,5642,65913,71555,72083,-0.73
2024-08-24,D049,6209,79510,85719,87842,-2.42
2024-08-31,D049,5213,61008,66221,65311,1.39
2024-09-01,D049,3150,51134,54284,51685,5.03
2024-09-01,D049,6519,53436,59955,59517,0.74
2024-09-01,D049,3831,77964,81795,81823,-0.03
2024-09-02,D049,6520,61251,67771,66655,1.67
2024-09-08,D049,6412,72580,78992,76743,2.93
2024-09-20,D049,6257,95582,101839,97783,4.15
2024-09-23,D049,3852,73833,77685,76527,1.51
2024-09-25,D049,4024,91505,95529,92964,2.76
2024-09-27,D049,4186,62392,66578,65814,1.16
2024-09-29,D049,6135,56953,63088,58571,7.71
2024-10-12,D049,6215,78071,84286,80100,5.23
2024-10-14,D049,3805,59934,63739,66525,-4.19
2024-10-14,D049,5081,86187,91268,88030,3.68
2024-10-20,D049,3918,83941,87859,87656,0.23
2024-10-23,D049,5050,86053,91103,91248,-0.16
2024-10-24,D049,3951,74611,78562,76359,2.89
2024-10-24,D049,3922,89846,93768,95022,-1.32
2024-10-24,D049,5763,84800,90563,92056,-1.62
2024-10-27,D049,4091,63318,67409,69593,-3.14
2024-10-29,D049,3011,51341,54352,53689,1.23
2024-11-01,D049,5059,82088,87147,86611,0.62
2024-11-07,D049,3928,87797,91725,89489,2.5
2024-11-13,D049,4520,89353,93873,92214,1.8
2024-11-13,D049,3244,62984,66228,68957,-3.96
2024-11-16,D049,4214,92712,96926,97316,-0.4
2024-11-19,D049,3754,96901,100655,102063,-1.38
2024-11-21,D049,4854,73004,77858,78992,-1.44
2024-11-22,D049,3541,60886,64427,62753,2.67
2024-11-26,D049,3350,53793,57143,58073,-1.6
2024-12-02,D049,5602,90030,95632,96359,-0.75
2024-12-02,D049,4107,69816,73923,76235,-3.03
2024-12-07,D049,6681,91735,98416,94648,3.98
2024-12-10,D049,3852,79055,82907,83976,-1.27
2024-12-14,D049,4607,78324,82931,85883,-3.44
2024-12-20,D049,4872,85585,90457,89625,0.93
2024-12-21,D049,6380,92443,98823,96359,2.56
2024-12-30,D049,4199,61848,66047,63968,3.25
2024-01-04,D050,5040,69333,74373,73112,1.72
2024-01-15,D050,3803,78656,82459,78485,5.06
2024-01-21,D050,4175,75474,79649,79995,-0.43
2024-01-28,D050,5779,87732,93511,92375,1.23
2024-01-31,D050,6900,99855,106755,108887,-1.96
2024-02-04,D050,5774,77472,83246,82061,1.44
2024-02-05,D050,6534,90699,97233,93175,4.36
2024-02-10,D050,4479,56677,61156,59690,2.46
2024-02-17,D050,4914,91037,95951,95338,0.64
2024-02-21,D050,6504,70946,77450,79852,-3.01
2024-02-21,D050,3373,57693,61066,59040,3.43
2024-02-23,D050,3461,86007,89468,86718,3.17
